companyid,companyname,ticker,price,p_l,p_vp,p_ebit,p_ativo,ev_ebit,margembruta,margemebit,margemliquida,p_sr,p_capitalgiro,p_ativocirculante,giroativos,roe,roa,roic,dividaliquidapatrimonioliquido,dividaliquidaebit,pl_ativo,passivo_ativo,liquidezcorrente,peg_ratio,receitas_cagr5,liquidezmediadiaria,vpa,lpa,valormercado,segmentid,sectorid,subsectorid,subsectorname,segmentname,sectorname,dy,lucros_cagr5
222,GRAZZIOTIN S.A.,CGRA3,25.99,6.11,0.65,9.41,0.47,6.13,53.39,8.92,13.75,0.84,1.64,-0.86,0.56,10.65,7.77,6.37,-0.22,-3.25,0.73,0.27,2.81,0.44,8.68,141348.2,39.96,4.26,620837302.84,22,2,8,Comércio,Tecidos. Vestuário e Calçados,Consumo Cíclico,11.27,-4.66
222,GRAZZIOTIN S.A.,CGRA4,25.86,6.07,0.65,9.36,0.47,6.13,53.39,8.92,13.75,0.84,1.64,-0.86,0.56,10.65,7.77,6.37,-0.22,-3.25,0.73,0.27,2.81,0.43,8.68,1014612.48,39.96,4.26,620837302.84,22,2,8,Comércio,Tecidos. Vestuário e Calçados,Consumo Cíclico,11.33,-4.66
368,CIELO S.A.,CIEL3,5.83,11.35,1.54,7.6,0.14,11.71,40.95,19.23,12.88,1.46,1.54,-1.52,0.1,13.6,1.27,4.71,0.84,4.11,0.09,0.88,1.12,-1.21,-1.94,0.0,3.78,0.51,15839031805.63,62,4,28,Serviços Financeiros Diversos,Serviços Financeiros Diversos,Financeiro e Outros,,-2.04
796,CLEAR SALE S.A.,CLSA3,10.49,-24.41,3.06,-12.93,2.3,-10.71,33.36,-32.02,-16.96,4.14,7.9,-4.94,0.55,-12.52,-9.4,-34.71,-0.52,2.22,0.75,0.25,2.19,-0.08,17.88,57778110.0,3.43,-0.43,1971344369.4,82,8,41,Programas e Serviços,Programas e Serviços,Tecnologia da Informação,,
449,CENTRAIS ELET DE SANTA CATARINA S.A.,CLSC3,117.69,6.47,1.15,3.32,0.34,6.48,17.1,11.73,6.02,0.39,6.45,-0.46,0.86,17.75,5.19,13.54,1.04,3.02,0.29,0.71,1.23,1.64,5.86,31584.07,102.44,18.18,4728455067.59,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,2.47,19.86
449,CENTRAIS ELET DE SANTA CATARINA S.A.,CLSC4,125.89,6.92,1.23,3.55,0.36,6.48,17.1,11.73,6.02,0.42,6.9,-0.5,0.86,17.75,5.19,13.54,1.04,3.02,0.29,0.71,1.23,1.75,5.86,521654.33,102.44,18.18,4728455067.59,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,2.54,19.86
455,CIA ENERGETICA DE MINAS GERAIS - CEMIG,CMIG3,14.57,10.37,1.45,7.22,0.64,8.35,17.82,13.62,9.47,0.98,-25.47,-0.81,0.66,13.99,6.21,12.05,0.46,2.27,0.44,0.56,0.89,-0.26,9.42,1788664.1,10.04,1.4,35123291265.35,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,10.33,5.15
455,CIA ENERGETICA DE MINAS GERAIS - CEMIG,CMIG4,11.12,7.92,1.11,5.51,0.49,8.35,17.82,13.62,9.47,0.75,-19.44,-0.62,0.66,13.99,6.21,12.05,0.46,2.27,0.44,0.56,0.89,-0.2,9.42,128619007.9,10.04,1.4,35123291265.35,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,13.53,5.15
742,CSN MINERAÇÃO S.A.,CMIN3,5.45,12.1,2.96,5.69,0.82,4.86,47.64,29.29,13.79,1.67,3.53,-1.53,0.49,24.47,6.8,19.37,-0.43,-0.83,0.28,0.72,2.02,-0.33,7.57,43303562.86,1.84,0.45,29895096650.75,67,5,32,Mineração,Minerais Metálicos,Materiais Básicos,8.16,-7.58
558,CIMS S.A.,CMSA3,0.0,0.0,0.0,0.0,0.0,0.07,,,,,0.0,0.0,0.0,-1369.84,-1336.29,-1392.4,-0.96,0.07,0.98,0.02,38.28,0.0,,,0.0,0.0,0.0,57,4,25,Outros,Outros,Financeiro e Outros,,
558,CIMS S.A.,CMSA4,0.0,0.0,0.0,0.0,0.0,0.07,,,,,0.0,0.0,0.0,-1369.84,-1336.29,-1392.4,-0.96,0.07,0.98,0.02,38.28,0.0,,,0.0,0.0,0.0,57,4,25,Outros,Outros,Financeiro e Outros,,
559,CINESYSTEM S.A.,CNSY3,30.22,-86.19,-23.75,93.87,5.37,109.95,18.72,7.08,-7.71,6.65,-28.61,-6.18,0.81,-27.56,-6.23,4.37,,16.08,-0.23,1.23,0.41,0.14,2.97,,-1.27,-0.35,935885083.86,30,2,12,Mídia,Produção e Difusão de Filmes e Programas,Consumo Cíclico,,
457,CIA ENERGETICA DO CEARA - COELCE,COCE3,32.5,9.53,0.54,2.37,0.18,7.21,17.1,13.41,3.33,0.32,-0.97,-0.22,0.56,5.64,1.87,9.92,1.09,4.81,0.33,0.67,0.53,9.03,9.44,1625.0,60.39,3.41,2841334611.95,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,4.16,-6.19
457,CIA ENERGETICA DO CEARA - COELCE,COCE5,33.61,9.86,0.56,2.45,0.18,7.21,17.1,13.41,3.33,0.33,-1.01,-0.23,0.56,5.64,1.87,9.92,1.09,4.81,0.33,0.67,0.53,9.34,9.44,401393.81,60.39,3.41,2841334611.95,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,4.02,-6.19
457,CIA ENERGETICA DO CEARA - COELCE,COCE6,12.83,3.76,0.21,0.93,0.07,7.21,17.1,13.41,3.33,0.13,-0.38,-0.09,0.56,5.64,1.87,9.92,1.09,4.81,0.33,0.67,0.53,3.57,9.44,0.0,60.39,3.41,2841334611.95,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,13.9,-6.19
253,KROTON EDUCACIONAL S.A.,COGN3,3.21,4.98,0.52,4.24,0.28,7.5,68.62,22.42,19.08,0.95,3.42,-0.34,0.29,10.43,5.59,5.58,0.4,3.26,0.54,0.42,1.81,-0.01,-1.88,86884916.62,6.18,0.64,6626296527.51,26,2,10,Diversos,Serviços Educacionais,Consumo Cíclico,5.65,41.43
306,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,CORR3,2.71,0.01,0.01,0.01,0.0,-1.26,100.0,2560.96,2141.14,0.19,0.01,-0.02,0.02,152.84,44.18,126.45,-2.58,-1.41,0.29,0.71,4.25,0.0,-16.36,,201.49,307.95,1278894.65,51,4,22,Exploração de Imóveis,Exploração de Imóveis,Financeiro e Outros,,
306,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,CORR4,82.0,0.27,0.41,0.22,0.12,-1.26,100.0,2560.96,2141.14,5.7,0.2,-0.48,0.02,152.84,44.18,126.45,-2.58,-1.41,0.29,0.71,4.25,0.0,-16.36,,201.49,307.95,1278894.65,51,4,22,Exploração de Imóveis,Exploração de Imóveis,Financeiro e Outros,,
463,CPFL ENERGIA S.A.,CPFE3,53.23,11.25,2.71,5.6,0.74,7.69,31.43,24.61,12.25,1.38,603.16,-0.96,0.54,24.04,6.61,16.03,1.01,2.09,0.27,0.71,1.01,-16.34,7.33,115573508.14,19.67,4.73,61334503841.2,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,5.25,15.06
462,CIA PARANAENSE DE ENERGIA - COPEL,CPLE3,13.0,17.56,1.49,8.6,0.62,12.36,21.31,18.07,8.85,1.55,9.75,-0.79,0.4,8.5,3.56,8.15,0.65,3.76,0.42,0.58,1.43,-0.61,6.88,153491509.52,8.71,0.74,38776537683.58,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,3.07,2.1
462,CIA PARANAENSE DE ENERGIA - COPEL,CPLE5,13.58,18.34,1.56,8.99,0.65,12.36,21.31,18.07,8.85,1.62,10.18,-0.83,0.4,8.5,3.56,8.15,0.65,3.76,0.42,0.58,1.43,-0.64,6.88,147618676.89,8.71,0.74,38776537683.58,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,3.23,2.1
462,CIA PARANAENSE DE ENERGIA - COPEL,CPLE6,14.22,19.21,1.63,9.41,0.68,12.36,21.31,18.07,8.85,1.7,10.66,-0.87,0.4,8.5,3.56,8.15,0.65,3.76,0.42,0.58,1.43,-0.67,6.88,121075705.0,8.71,0.74,38776537683.58,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,3.08,2.1
464,CPFL ENERGIAS RENOVÁVEIS S.A.,CPRE3,18.23,10.21,2.26,6.39,1.01,6.38,63.22,46.54,29.15,2.98,3979.65,-1.2,0.34,22.18,9.85,20.91,-0.01,-0.01,0.44,0.55,1.0,-0.42,13.5,,8.05,1.79,10824655047.92,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,61.47
415,CREMER S.A.,CREM3,14.5,32.7,2.45,9.28,0.67,13.11,30.3,7.39,2.1,0.69,4.89,-1.69,0.98,7.5,2.05,9.29,1.01,3.84,0.27,0.73,1.29,22.14,1.09,,5.91,0.44,465122474.0,77,7,36,Comércio e Distribuição,Medicamentos e Outros Produtos,Saúde,,
298,ATACADÃO S.A.,CRFB3,8.48,9.84,0.83,3.99,0.19,8.47,18.14,3.75,1.52,0.15,5.86,-0.36,1.25,8.48,1.89,8.28,0.94,4.49,0.22,0.76,1.07,0.0,14.0,122254636.0,10.16,0.86,17884800909.28,47,3,19,Comércio e Distribuição,Alimentos,Consumo não Cíclico,0.01,12.41
346,FINANCEIRA ALFA S.A.- CRED FINANC E INVS,CRIV3,6.98,35.1,0.66,81.37,0.04,80.16,20.26,0.43,0.99,0.35,0.07,-0.09,0.12,1.89,0.12,,,,0.06,0.94,131.56,-0.75,27.56,,10.5,0.2,707929532.0,56,4,24,Intermediários Financeiros,Soc. Crédito e Financiamento,Financeiro e Outros,,-21.36
346,FINANCEIRA ALFA S.A.- CRED FINANC E INVS,CRIV4,6.74,33.89,0.64,78.57,0.04,80.16,20.26,0.43,0.99,0.33,0.07,-0.09,0.12,1.89,0.12,,,,0.06,0.94,131.56,-0.72,27.56,,10.5,0.2,707929532.0,56,4,24,Intermediários Financeiros,Soc. Crédito e Financiamento,Financeiro e Outros,,-21.36
389,TRONOX PIGMENTOS DO BRASIL S.A.,CRPG3,17.0,-20.51,0.88,-13.39,0.54,-11.69,2.16,-4.84,-3.16,0.65,1.5,-1.46,0.83,-4.29,-2.61,-6.82,-0.14,2.2,0.61,0.39,2.3,0.26,2.32,1785.33,19.31,-0.83,511613237.53,71,5,33,Químicos,Químicos Diversos,Materiais Básicos,,
389,TRONOX PIGMENTOS DO BRASIL S.A.,CRPG5,17.97,-21.68,0.93,-14.15,0.57,-11.69,2.16,-4.84,-3.16,0.69,1.58,-1.55,0.83,-4.29,-2.61,-6.82,-0.14,2.2,0.61,0.39,2.3,0.28,2.32,56003.29,19.31,-0.83,511613237.53,71,5,33,Químicos,Químicos Diversos,Materiais Básicos,,
389,TRONOX PIGMENTOS DO BRASIL S.A.,CRPG6,19.0,-22.92,0.98,-14.97,0.6,-11.69,2.16,-4.84,-3.16,0.72,1.67,-1.64,0.83,-4.29,-2.61,-6.82,-0.14,2.2,0.61,0.39,2.3,0.29,2.32,5720.22,19.31,-0.83,511613237.53,71,5,33,Químicos,Químicos Diversos,Materiais Básicos,,
358,CIA SEGUROS ALIANCA DA BAHIA,CSAB3,30.5,12.39,1.11,18.86,0.57,24.57,-124.0,1656.27,2521.73,312.32,3.54,-0.71,0.0,8.94,4.57,,,,0.51,0.49,4.45,-0.02,-33.4,,27.56,2.46,305164800.0,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-1.31
358,CIA SEGUROS ALIANCA DA BAHIA,CSAB4,48.97,19.89,1.78,30.28,0.91,24.57,-124.0,1656.27,2521.73,501.45,5.68,-1.15,0.0,8.94,4.57,,,,0.51,0.49,4.45,-0.03,-33.4,,27.56,2.46,305164800.0,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-1.31
403,COSAN S.A.,CSAN3,5.4,-1.62,3.63,12.78,0.17,45.22,31.95,3.94,-31.04,0.5,1.8,-0.22,0.34,-223.96,-10.51,-3.92,9.21,32.44,0.05,0.75,1.8,0.0,26.51,209893145.76,1.49,-3.33,21419483032.8,76,6,35,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,Petróleo. Gás e Biocombustíveis,,
681,CRUZEIRO DO SUL EDUCACIONAL S.A.,CSED3,6.08,8.78,1.34,3.67,0.46,4.38,50.81,21.95,9.18,0.81,6.47,-0.61,0.58,15.25,5.28,20.33,0.26,0.7,0.35,0.65,1.44,0.15,11.74,4316526.0,4.54,0.69,2216418716.16,26,2,10,Diversos,Serviços Educacionais,Consumo Cíclico,7.99,15.88
442,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,CSMG3,43.26,12.18,1.91,8.42,0.98,11.48,42.25,23.95,16.55,2.02,50.01,-1.13,0.49,15.68,8.05,8.75,0.7,3.07,0.51,0.49,1.17,-3.44,8.84,132164076.81,22.65,3.55,16449747764.94,84,10,43,Água e Saneamento,Água e Saneamento,Utilidade Pública,4.92,12.36
397,CIA SIDERURGICA NACIONAL,CSNA3,9.16,-7.81,0.86,2.19,0.12,8.45,27.54,12.21,-3.42,0.27,1.52,-0.18,0.45,-11.0,-1.54,6.52,2.45,6.26,0.14,0.83,1.32,-0.61,11.42,78140246.71,10.66,-1.17,12147020554.52,74,5,34,Siderurgia e Metalurgia,Siderurgia,Materiais Básicos,,
459,CIA ENERGETICA DO RIO GDE NORTE - COSERN,CSRN3,13.6,3.44,1.19,2.16,0.36,4.64,30.22,25.36,15.9,0.55,9.63,-0.46,0.65,34.54,10.32,21.05,1.36,2.48,0.3,0.7,1.2,0.17,7.94,0.0,11.45,3.95,2273440192.0,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,19.34
459,CIA ENERGETICA DO RIO GDE NORTE - COSERN,CSRN5,15.1,3.82,1.32,2.39,0.39,4.64,30.22,25.36,15.9,0.61,10.7,-0.51,0.65,34.54,10.32,21.05,1.36,2.48,0.3,0.7,1.2,0.19,7.94,0.0,11.45,3.95,2273440192.0,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,19.34
459,CIA ENERGETICA DO RIO GDE NORTE - COSERN,CSRN6,15.5,3.92,1.35,2.46,0.4,4.64,30.22,25.36,15.9,0.62,10.98,-0.52,0.65,34.54,10.32,21.05,1.36,2.48,0.3,0.7,1.2,0.19,7.94,0.0,11.45,3.95,2273440192.0,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,19.34
